OBJECTID,PROJECT_ID,FISCAL_YEAR,CONSTRUCTION_YEAR,CONCEPT_CODE,CONCEPT_DESCRIPTION,WORK_CONCEPT,SUB_PROGRAM_CODE,SUB_PROGRAM_DESCRIPTION,ROUTE_TYPE,ROUTE_NAME,ROUTE,COUNTY,TITLE,LIMITS,MILES,REGION,CONSTRUCTION_COST_RANGE_WD,LAST_REFRESH_DATE,WORK_DESCRIPTION,ASSEMBLY_DISTRICT_NUMBERS,CONGRESSIONAL_DISTRICT_NUMBERS,SENATE_DISTRICT_NUMBERS
200992,63700175,2022,2022,PVRPLA,PAVEMENT REPLACEMENT,CONST/PVRPLA,303,STATE HIGHWAY REHABILITATION                                               ,WIS,153,WIS 153,MARATHON                      ,"C MOSINEE, WESTERN AVE AND 4TH ST",RANGELINE ROAD TO PINE STREET,1.22,NC,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,Resurface the roadway from Rangeline Road to Pine Street in the City of Mosinee.,86,7,29
200995,40502771,2025,2025 - 2026,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION","C-08-3271, 3993, 3302, 3267, 3997",303,STATE HIGHWAY REHABILITATION                                               ,WIS,055,WIS 055,CALUMET                       ,FOND DU LAC - SHERWOOD,USH 151 - STH 114,11.44,NE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Replacing 5 box culverts on STH 55.,3,8,1
200997,10170171,2023,2023,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/SHLDRS FOR 1017-01-73/RSRF,303,STATE HIGHWAY REHABILITATION                                               ,I-,090,I-090,MONROE                        ,"TOMAH - CAMP DOUGLAS, EB","USH 12 TO CTH C/PREP/B41-45,-46,-50",15.742,SW,"$15,000,000 - $16,999,999",2021/07/24 08:34:36+00,Replace the failing pavement in the eastbound roadway.  Underlying concrete will remain in place.,"70,50,96","3,7","17,24,32"
200999,95090070,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,County,N  ,County N  ,VILAS                         ,"T PLUM LAKE, CTH N                 ","PLUM CREEK BRIDGE, B-63-0030",0,NC,"$500,000 - $749,999",2021/07/24 08:34:36+00,,34,7,12
201000,16100080,2025,2025 - 2026,MISC  ,MISCELLANEOUS,CONSTRUCTION/LOCAL UTILITIES,303,STATE HIGHWAY REHABILITATION                                               ,WIS,013,WIS 013,ASHLAND                       ,MELLEN - ASHLAND,BUTTERWORTH RD TO USH 2,2.68,NW,"$500,000 - $749,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, along with all incidentals necessary.",74,7,25
201002,51600771,2022,2022,COLD30,FULL DEPTH CIR,CONS/COLD N PLC RECYCL/B-12-20/COLD,303,STATE HIGHWAY REHABILITATION                                               ,WIS,035,WIS 035,VERNON                        ,FERRYVILLE - GENOA,"OLD HWY 35 TO STH 56/B-62-93,-264",11.806,SW,"$8,000,000 - $8,999,999",2021/07/24 08:34:36+00,Pavement Replacement.,96,3,32
201003,76000073,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,US,012,US 012,DUNN                          ,MENOMONIE - EAU CLAIRE,RED CEDAR RIVER TO 7TH ST E,0.745,NW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,To Be Determined,29,3,10
201004,81200276,2024,2024,COLD20,PARTIAL DEPTH CIR WITH > 2.5 INCH CAP,CONSTRUCTION/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,048,WIS 048,BARRON                        ,MCKINLEY - RICE LAKE,USH 63 NORTH TO STH 25,9.12,NW,"$5,000,000 - $5,999,999",2021/07/24 08:34:36+00,"This project consists of CIR and overlaying the existing pavement, along with all incidentals necessary.",75,7,25
201005,23950571,2023,2023,RECST ,"RECONSTRUCTION, PRESERVATION",CONST/RECONSTRUCT W/ NO ADDL LANES,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,LOC,STR,LOC STR,MILWAUKEE                     ,C MILWAUKEE E/W HOWARD AVENUE,S 6TH STREET TO S CLEMENT AVENUE   ,1.27,SE,"$7,000,000 - $7,999,999",2021/07/24 08:34:36+00,"EAST/WEST HOWARD AVE, S 6TH ST TO S CLEMENT AVE",20,4,7
201007,62170078,2023,2023,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST OPS/BRIDGE REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,COLUMBIA                      ,"TOWN OF COLUMBUS, OLD STH 73 RD    ","CRAWFISH RIVER BRIDGE, B-11-0175",0,SW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Bridge Replacement Project,42,6,14
201008,30700460,2023,2023,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/MILL & O'LAY/RSRF,303,STATE HIGHWAY REHABILITATION                                               ,WIS,073,WIS 073,DANE                          ,I39 - COLUMBUS,SHAUL LANE TO NORTH STREET,1.676,SW,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,Mill and overlay with some pavement recondition.,38,2,13
201009,11752170,2026 - 2027,2025 - 2026,PVRPLA,PAVEMENT REPLACEMENT,CONST/PAVEMENT REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,US,051,US 051,IRON                          ,MANITOWISH - HURLEY,IRON STREET TO USH 2,1.52,NC,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Resurface US 51 from Iron Street to US 2 and replace pavement on US 2 from Center Drive to MI State Line.  Work on structure over US 2 will also be tied to this project.,74,7,25
201010,16400376,2026 - 2027,2025 - 2026,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,US,014,US 014,IOWA                          ,SPRING GREEN - MADISON,OAK STREET TO WALTER ROAD,5.74,SW,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,To Be Determined,81,2,27
201011,20151071,2024,2024,PVRPLA,PAVEMENT REPLACEMENT,CONST/PAVEMENT REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,WIS,119,WIS 119,MILWAUKEE                     ,STH 119 AIRPORT SPUR RAMPS,STH 119 AT HOWELL AVE,0.213,SE,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,"AIRPORT SPUR RAMPS, STH 119 AT HOWELL AVE",20,4,7
201015,79300072,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,108,WIS 108,JACKSON                       ,WEST SALEM - MELROSE,SAND CREEK B-27-0010,0.004,NW,"$500,000 - $749,999",2021/07/24 08:34:36+00,To Be Determined,92,3,31
201016,70800173,2025,2025 - 2026,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,US,012,US 012,EAU CLAIRE                    ,EAU CLAIRE - FAIRCHILD,INDUSTRIAL DR TO FALL CREEK UNDER,6.835,NW,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, along with all incidentals necessary.","93,68",3,"23,31"
201017,31201270,2025,2025 - 2026,MISC  ,MISCELLANEOUS,CONST/INTERSECTION MODIFICATION,303,STATE HIGHWAY REHABILITATION                                               ,US,012,US 012,WALWORTH                      ,ELKHORN - WHITEWATER,INTERSECTION WITH CTH ES,0.698,SE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,"USH 12, INTERSECTION WITH CTH ES; intersection modification","31,32",1,11
201019,15300270,2023,2023,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,US,010,US 010,PIERCE                        ,PRESCOTT - ELLSWORTH,STH 29 TO SOUTH JUNCTION USH 63,14.39,NW,"$9,000,000 - $9,999,999",2021/07/24 08:34:36+00,This project consists of milling and overlaying the existing pavement and replacing culverts C-47-0183 and C-47-0950 along with all other incidentals necessary.,93,3,31
201020,40651771,2026 - 2027,2027,RECST ,"RECONSTRUCTION, PRESERVATION",R/W-MAYBE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,114,WIS 114,WINNEBAGO                     ,"PLANK ROAD, CITY OF MENASHA",MANITOWOC STREET-MELISSA STREET,0.724,NE,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,"RESURFACE PLANK ROAD, CITY OF MENASHA",57,6,19
201021,53500273,2024,2024,MISC  ,MISCELLANEOUS,CONST/PEDESTRIAN REFUGE,303,STATE HIGHWAY REHABILITATION                                               ,US,051,US 051,ROCK                          ,"C JANESVILLE, CENTER AVENUE",MCKINLEY STREET INTERSECTION,0.027,SW,"$100,000 - $249,999",2021/07/24 08:34:36+00,Improve safety by adding pedestrian refuge and improving visibility.,44,1,15
201022,13601170,2022,2022,BRRHB ,BRIDGE REHABILITATION,CONST/BRIDGE REHAB,303,STATE HIGHWAY REHABILITATION                                               ,WIS,145,WIS 145,MILWAUKEE                     ,FOND DU LAC AVE (STH 145),"GRANTOSA,FLAGG/FLORIST BRIDGES",0,SE,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,"FOND DU LAC AVE (STH 145) GRANSTOSA, FLAGG, FLORIST BRIDGES",12,4,4
201023,11467576,2023,2023,RECSTE,"RECONSTRUCTION, EXPANSION",CONST/RECSTE ADDITION LANES,302,MAJOR HIGHWAY DEVELOPMENT                                                  ,WIS,015,WIS 015,OUTAGAMIE                     ,STH 76-NEW LONDON,CTH T-WI CENTRAL RR,3.92,NE,"$5,000,000 - $5,999,999",2021/07/24 08:34:36+00,"GREENVILLE-NEW LONDON, LILY OF THE VALLEY DR-USH 45","5,6",8,"19,2"
201024,75900073,2025,2025 - 2026,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,093,WIS 093,EAU CLAIRE                    ,ELEVA - EAU CLAIRE,SOUTH COUNTY LINE TO CEDAR ROAD,8.37,NW,"$5,000,000 - $5,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, bridge replace existing B-18-0942, culvert replace C-18-0600, along with all incidentals necessary.","93,92",3,31
201027,31300371,2026 - 2027,2025 - 2026,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,US,012,US 012,WALWORTH                      ,WHITEWATER TO ELKHORN,CTH P TO STH 20/67,7.64,SE,"$5,000,000 - $5,999,999",2021/07/24 08:34:36+00,USH 12 (CTH P TO STH 20/67) RESURFACE,"33,43",1,"11,15"
201028,16400372,2022,2022,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/MILL & OVERLAY/RSRF,303,STATE HIGHWAY REHABILITATION                                               ,US,014,US 014,VERNON                        ,LA CROSSE - WESTBY,.17M E MATHISON LN TO HIGH ECHO LN,5.227,SW,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,Resurfacing.,96,3,32
201030,27030971,2025,2025 - 2026,RECST ,"RECONSTRUCTION, PRESERVATION",CONST/RECONSTRUCT NO ADDL LANES,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,LOC,STR,LOC STR,RACINE                        ,C RACINE N MAIN STREET,GOOLD ST TO MELVIN AVE             ,0.536,SE,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,"N MAIN ST, GOOLD ST TO MELVIN AVE",66,1,22
201031,68321170,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,County,B  ,County B  ,WAUPACA                       ,PORTAGE COUNTY LINE - CTH G        ,SOUTH BR LITTLE WOLF RIVER BRIDGE  ,0,NC,"$500,000 - $749,999",2021/07/24 08:34:36+00,,40,8,14
201032,59520373,2024,2024,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),"CONS/MILL&OVERLAY, SPOT PAINT BRDGS",303,STATE HIGHWAY REHABILITATION                                               ,WIS,039,WIS 039,IOWA                          ,EDMUND - MINERAL POINT,N LIMITS V LINDEN TO FAIR STREET,6.797,SW,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,Pavement Replacement and Bridge Painting,51,2,17
201035,52150067,2022,2022,RSRF10,RESURFACING (OVERLAY < 2.5 INCHES),CONST/MILL & OVERLAY/RSRF,303,STATE HIGHWAY REHABILITATION                                               ,WIS,035,WIS 035,GRANT                         ,LANCASTER - BLOOMINGTON,MCKINLEY ST TO GRANT RIVER BRIDGE,6.055,SW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Mill and Overlay Resurfacing.,49,3,17
201037,73970170,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,WOOD                          ,"T ROCK, LYNN LINE ROAD             ",EAST FORK BLACK RIVER BRIDGE       ,0.009,NC,"$250,000 - $499,999",2021/07/24 08:34:36+00,,69,7,23
201039,33601770,2022,2022,MISC  ,MISCELLANEOUS,CONST/CULVERT REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,VAR,HWY,VAR HWY,WASHINGTON                    ,STH 175 AND STH 167,LOCATIONS ON STN PER PLAN,0.002,SE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,"STH 175, OVER LITTLE CEDAR CREEK",58,5,20
201043,77100070,2023,2023,BRRHB ,BRIDGE REHABILITATION,CONSTR/BRRHB/JOINT REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,WIS,071,WIS 071,JACKSON                       ,MELROSE - SPARTA,BLACK RIVER BRIDGE B-27-0074,0.132,NW,"$250,000 - $499,999",2021/07/24 08:34:36+00,"This project consists of a bridge rehabilitation, replacing the joints on the B-27-0074 bridge, along with all incidentals necessary.",92,3,31
201045,51200574,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,033,WIS 033,LA CROSSE                     ,LACROSSE - CASHTON,FOREST RIDGE DRIVE TO KIRSCHNER RD,7.012,SW,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,To Be Determined,94,3,32
201046,40102971,2026 - 2027,2027,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST OPS/RSRF,303,STATE HIGHWAY REHABILITATION                                               ,WIS,028,WIS 028,SHEBOYGAN                     ,WALDO-SHEBOYGAN,STH 57-CTH A,9.56,NE,"$5,000,000 - $5,999,999",2021/07/24 08:34:36+00,Mill and overlay the existing asphaltic pavement,"26,27,59",6,"20,9"
201048,10220778,2025,2025 - 2026,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONSTRUCTION/RESURFACING,303,STATE HIGHWAY REHABILITATION                                               ,I-,094,I-094,DUNN                          ,MENOMONIE - EAU CLAIRE,USH 12/STH 29 TO STH 312 (EB & WB),7.327,NW,"$13,000,000 - $13,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, along with all incidentals necessary.","93,67",3,"31,23"
201049,76200073,2024,2024,MISC  ,MISCELLANEOUS,CONSTRUCTION/SAFETY,303,STATE HIGHWAY REHABILITATION                                               ,WIS,128,WIS 128,ST. CROIX                     ,ELMWOOD - STH 64,IH94 (KWIK TRIP) INTERSECTION,0.038,NW,"$100,000 - $249,999",2021/07/24 08:34:36+00,"Improve safety by converting the existing right-in, right-out driveway at Kwik Trip to a right-in only.",29,7,10
201050,46853371,2023,2023,BRPVTV,BRIDGE PREVENTIVE,CONSTRUCTION/BRPVTV,303,STATE HIGHWAY REHABILITATION                                               ,VAR,HWY,VAR HWY,WINNEBAGO                     ,MENASHA - APPLETON,VARIOUS HWY,1.93,NE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,BRIDGE PAINTING ON STRUCTURE B-70-0110 OVER CTH P AND PEDESTRIAN BRIDGE B-08-0033 OVER STH 441.,"57,3","6,8","1,19"
201051,40152271,2026 - 2027,2025 - 2026,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONST/MILL/OVERLAY,303,STATE HIGHWAY REHABILITATION                                               ,WIS,057,WIS 057,SHEBOYGAN                     ,RANDOM LAKE-WALDO,SCL-STH 28,8.26,NE,"$9,000,000 - $9,999,999",2021/07/24 08:34:36+00,RANDOM LAKE-KIEL MILL/OVERLAY,"59,26,27",6,"20,9"
201053,86950360,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,111,WIS 111,PRICE                         ,CATAWBA - STH 13,USH 8 TO STH 13,10.59,NC,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,To Be Determined,74,7,25
201054,12280973,2022,2022,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/RESURFACE/BRIDGE MAINTENANCE,303,STATE HIGHWAY REHABILITATION                                               ,I-,043,I-043,MILWAUKEE                     ,IH 43 NORTH SOUTH FREEWAY,MITCHELL I/C TO MARQUETTE I/C,4.174,SE,"$20,000,000 - $24,999,999",2021/07/24 08:34:36+00,"IH 43, MITCHEL IC TO MARQUETTE IC","8,20,9",4,"3,7"
201055,15901872,2025,2025 - 2026,RSRF10,RESURFACING (OVERLAY < 2.5 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,US,008,US 008,FOREST                        ,"C CRANDON, W GLEN STREET",BOULEVARD AVENUE TO LAKE AVENUE,0.24,NC,"$250,000 - $499,999",2021/07/24 08:34:36+00,Remove top layer of pavement and apply a new surface.,36,7,12
201056,89490077,2025,2025 - 2026,MISC  ,MISCELLANEOUS,CONSTRUCTION/SAFETY,303,STATE HIGHWAY REHABILITATION                                               ,US,012,US 012,DUNN                          ,"C MENOMONIE, USH 12/PINE AVE E",STH 25 INTERSECTION,0.015,NW,"$750,000 - $999,999",2021/07/24 08:34:36+00,Safety improvements to the USH 12/STH 25 intersection in the City of Menomonie.,29,3,10
201057,65180671,2024,2024,COLD20,PARTIAL DEPTH CIR WITH > 2.5 INCH CAP,CONST/SURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,076,WIS 076,OUTAGAMIE                     ,SHIOCTON - BEAR CREEK,STH 54 - NCL,12.148,NE,"$6,000,000 - $6,999,999",2021/07/24 08:34:36+00,Mill and overlay the existing asphaltic pavement.,6,8,2
201060,55900170,2022,2022,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/ MILL AND OVERLAY,303,STATE HIGHWAY REHABILITATION                                               ,WIS,078,WIS 078,LAFAYETTE                     ,ARGYLE - MT HOREB,V ARGYLE N LIMIT TO LIEN COURT,6.893,SW,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,RESURFACING PROJECT OVERLAY,51,2,17
201061,40502371,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRRPL,303,STATE HIGHWAY REHABILITATION                                               ,US,151,US 151,FOND DU LAC                   ,FOND DU LAC-CHILTON,DRAINAGE WAY CULVERT REPLACEMENT,0.936,NE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,FOND DU LAC-CHILTON-CULVERT REPLACEMENT,52,6,18
201062,15300176,2025,2025 - 2026,MISC  ,MISCELLANEOUS,CONSTRUCTION/CULVERTS,303,STATE HIGHWAY REHABILITATION                                               ,US,010,US 010,PIERCE                        ,ELLSWORTH - DURAND,CULVERTS C-47-0062 & C-47-0236,0.048,NW,"$250,000 - $499,999",2021/07/24 08:34:36+00,This project consists of replacing the existing culvert C-47-0242 and rehabbing culvert C-47-0236 and all incidentals necessary.,93,3,31
201064,83860072,2023,2023,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONSTRUCTION/BRIDGE REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,DOUGLAS                       ,"T GORDON, WEST MAIL ROAD           ",ST CROIX RIVER BRIDGE B-16-0147,0.016,NW,"$500,000 - $749,999",2021/07/24 08:34:36+00,Replace existing deteriorated bridge with new bridge.,73,7,25
201066,93180270,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,County,HHH,County HHH,SHAWANO                       ,STH 22 - CTH H                     ,SHAWANO CREEK BRIDGE B-58-0136,0,NC,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,,6,8,2
201067,10220978,2024,2024,PVRPLA,PAVEMENT REPLACEMENT,CONSTRUCTION/PAVEMENT REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,I-,094,I-094,EAU CLAIRE                    ,EAU CLAIRE - OSSEO,USH 53 TO MALLARD ROAD (EB & WB),9.395,NW,"$50,000,000 - $59,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, along with all incidentals necessary.","68,93",3,"23,31"
201068,11002170,2026 - 2027,2025 - 2026,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/RESURFACE/PHASE 3,303,STATE HIGHWAY REHABILITATION                                               ,I-,041,I-041,MILWAUKEE                     ,IH 41 ZOO FREEWAY,SILVER SPRING DR TO GOOD HOPE RD,5.06,SE,"$25,000,000 - $29,999,999",2021/07/24 08:34:36+00,"USH 45, SILVER SPRING DR TO GOOD HOPE RD","22,12,14","4,5","8,5,4"
